elapsedMs,gnssMode,gnssFixAccuracyM,gnssFixAgeMs,gnssSpeedMps,drVelocityEastMps,drVelocityNorthMps,linearAccelMagnitudeMps2,gyroMagnitudeRadPerSec,isStationary
1806,GNSS_AIDED,6.116,261,7.679142,-0.1368113254090184,0.08973521945819837,2.0162415631159916,0.06852568810556475,false
1906,GNSS_AIDED,6.116,261,7.679142,0.002743263859699874,0.19174287609672985,1.9451600421266577,0.16380420767444917,false
2006,GNSS_AIDED,6.116,462,7.679142,-0.10718699072087985,0.059274595418749,1.8201564152963428,0.3173089719731691,false
2106,GNSS_AIDED,6.116,462,7.679142,0.001663428209929797,0.15112980594369138,1.5080263836453198,0.5211736970674616,false
2207,GNSS_AIDED,6.116,663,7.679142,-0.015025382633422806,0.012168626720992946,1.020362557516767,0.5034912994105263,false
2306,GNSS_AIDED,6.116,663,7.679142,-0.0070312669929328865,0.072437247264131,0.9250578379789124,0.1710221438330519,false
2407,GNSS_AIDED,6.116,898,7.679142,-0.09702410193916661,0.06970506057839261,1.2592225678915376,0.3500380125549756,false
2505,GNSS_AIDED,6.116,898,7.679142,0.014743658213124889,0.048837704634313236,0.60897488506967,0.3362815179979634,false
2747,GNSS_AIDED,5.885,119,6.958502,-0.0636710408609494,0.04899118449948214,1.5670690846427677,0.44048405584073214,false
2806,GNSS_AIDED,5.885,345,6.958502,-0.10912450555914083,0.08396499747723642,2.360545871958201,0.5172718886535064,false
2906,GNSS_AIDED,5.885,345,6.958502,-0.07245302139454547,0.08387662747066849,1.264594834941879,0.19489391376911666,false
3007,GNSS_AIDED,5.885,546,6.958502,-0.04808903428482698,0.09876620809540912,1.7233260425241328,0.2985818190953087,false
3108,GNSS_AIDED,5.885,546,6.958502,-0.12713426235499484,0.12519693212941715,1.8442896695988171,0.23324483348606442,false
3209,GNSS_AIDED,5.885,748,6.958502,-0.03606251039747042,0.1398376345647938,1.7940038791727333,0.04490532685354538,false
3309,GNSS_AIDED,5.885,748,6.958502,-0.028638454637094888,0.16339061511535988,2.098589342238446,0.12288455909201396,false
3432,GNSS_AIDED,5.885,950,6.958502,-0.06254473768295532,0.06048267681872869,1.638139901914189,0.27669744430654464,false
3510,GNSS_AIDED,5.885,950,6.958502,-0.04336766593894775,0.03744450732860878,2.1080600674056456,0.38163753721368654,false
3630,GNSS_AIDED,114.9,150,3.0338209,-0.010305628975313685,0.11404233470498341,1.5015199987565213,0.31624514426677897,false
3715,GNSS_AIDED,114.9,150,3.0338209,-0.06800283550298002,0.06497238735455456,1.3131221937660278,0.14778285779200465,false
3831,GNSS_AIDED,114.9,351,3.0338209,-0.06190134655173094,0.058019574680158364,1.7835547202397806,0.2607020305976197,false
3915,GNSS_AIDED,114.9,351,3.0338209,-0.059877503124965016,0.05451907498554145,1.562599427956712,0.2877776259771739,false
4030,GNSS_AIDED,114.9,552,3.0338209,-0.08940694465821425,0.0814934732006843,1.4751643400015562,0.3348326033395903,false
4111,GNSS_AIDED,114.9,552,3.0338209,0.04317581823345303,0.19010366199593376,1.9704991424723086,0.05741452122936817,false
4226,GNSS_AIDED,114.9,753,3.0338209,-0.06392370612624672,0.059658861947982506,2.017187383999852,0.05525166413545956,false
4311,GNSS_AIDED,114.9,753,3.0338209,-0.1027313037355936,0.09587730497342947,2.6934811557915666,0.2431109282902264,false
4427,GNSS_AIDED,114.9,954,3.0338209,-0.12040230796701325,0.10972448668807998,2.2690854392026805,0.05530335452003968,false
4512,GNSS_AIDED,114.9,954,3.0338209,-0.019086585592357735,0.22645862639692624,2.2943248960423426,0.18002194198181776,false
4612,GNSS_AIDED,114.9,1156,3.0338209,-0.07279120346660048,0.06257503534296056,2.2263227229176676,0.26799688385363785,false
4713,GNSS_AIDED,114.9,1156,3.0338209,-0.055378098227994714,0.04745114153334724,1.4008063049394681,0.5102357875774692,false
4812,GNSS_AIDED,114.9,1357,3.0338209,-0.10496528881603606,0.09049668481885184,1.5777689783654363,0.791808422864649,false
4913,GNSS_AIDED,114.9,1357,3.0338209,-0.24420047262565608,0.039045143258054096,2.6076522391196586,1.2634454004224696,false
5119,GNSS_AIDED,93.95,340,2.1048684,0.057782364258417394,0.1748687814583113,1.065956219288709,0.14356731766922876,false
5222,GNSS_AIDED,93.95,340,2.1048684,0.08119616339299655,0.14287744793478335,1.6470417324299202,0.4503231684763096,false
5316,GNSS_AIDED,93.95,340,2.1048684,-0.019639076493559178,0.011497497336275501,1.8429150644115193,0.27721788317715584,false
5413,GNSS_AIDED,93.95,541,2.1048684,-0.017128843230657706,0.010027906835769776,2.361211577404177,0.2415347286260249,false
5513,GNSS_AIDED,93.95,541,2.1048684,0.1312679994353809,0.22558964942219403,2.609097124031611,0.28034689960676074,false
5614,GNSS_AIDED,93.95,763,2.1048684,0.06925489948488246,-0.041563441759668036,3.3331165560915808,0.6161104955725429,false
5717,GNSS_AIDED,93.95,763,2.1048684,0.16897169246281862,-0.10214960299328568,4.6820904556351035,1.3352642717929086,false
5834,TRANSITION,93.95,991,2.1048684,0.12281444582292482,-0.07398231548874915,1.3524874768419832,0.9780460536389376,false
5916,TRANSITION,93.95,991,2.1048684,-0.0688307319163262,0.04146301267602697,3.023441633382348,1.1959409164538926,false
6068,TRANSITION,80.166,195,1.4470679,-0.09576106061414602,-0.005006281621178679,0.8230411120584706,0.6332621770215864,false
6116,TRANSITION,80.166,195,1.4470679,-0.12250833990410032,0.09940720770872001,1.4738393411249757,0.5915124976196712,false
6217,TRANSITION,80.166,395,1.4470679,-0.1884085380758393,0.14732941796249355,1.271365802967475,0.2449742343464815,false
6317,TRANSITION,80.166,395,1.4470679,-0.06669642162334166,0.19432518398454068,2.4213866151774717,0.2281340927935002,false
6418,TRANSITION,80.166,596,1.4470679,-0.11597597392887662,0.07783080174797181,0.6725308015111514,0.11314210541251286,false
6519,TRANSITION,80.166,596,1.4470679,-0.14365280252057713,0.09640456048574511,1.4512969713917883,0.24937414559190926,false
6618,TRANSITION,80.166,803,1.4470679,-0.17712136340596268,0.12069667453596086,1.3564486311395463,0.12719372827628092,false
6720,TRANSITION,80.166,803,1.4470679,-0.24936074678038914,0.18100570563132382,2.0034525208097165,0.2731147015883786,false
6890,DEAD_RECKONING,80.166,1003,1.4470679,-0.2589244729192183,0.22613176665879892,0.5582201334705263,0.2588303076398629,false
6953,DEAD_RECKONING,80.166,1003,1.4470679,-0.2268400077692576,0.2799383465221217,1.305086995806762,0.47035134817810204,false
7025,DEAD_RECKONING,82.278,163,1.4673554,-0.15925084259738156,0.34824958456499355,1.23879539888562,0.25641433980053746,false
7126,DEAD_RECKONING,82.278,163,1.4673554,-0.24658408508875926,0.16368154100141796,0.7493385659562302,0.11641202968591163,false
7218,DEAD_RECKONING,82.278,364,1.4673554,-0.238133626904881,0.15807216026134566,1.0179554618693705,0.15222992083001363,false
7319,DEAD_RECKONING,82.278,364,1.4673554,-0.2658683169702949,0.18517293474526705,0.7773579551893045,0.2225770292103975,false
7434,DEAD_RECKONING,82.278,564,1.4673554,-0.2688649464086202,0.18881504828644655,1.622011585618307,0.2873222997245541,false
7522,DEAD_RECKONING,82.278,564,1.4673554,-0.31769921827243086,0.5476468761137295,5.415899321742919,1.801712687300886,false
7630,DEAD_RECKONING,82.278,765,1.4673554,-0.7149358992850695,0.4891528557985028,3.0091137796892484,1.0111906867851221,false
7722,DEAD_RECKONING,82.278,765,1.4673554,-0.8691526904004516,0.659418734259944,2.4209288705889573,0.6943303128304086,false
7820,DEAD_RECKONING,82.278,966,1.4673554,-0.983077741016074,0.709287487745327,1.601879140415064,1.6190845671161556,false
7921,DEAD_RECKONING,82.278,966,1.4673554,-0.9099350739502428,1.0226694729601282,2.7328326514626777,1.2896906183558556,false
8020,DEAD_RECKONING,25.499,201,1.0853868,-0.9960405846815296,1.145705210549014,1.7366916937983703,1.172539629080909,false
8227,DEAD_RECKONING,25.499,201,1.0853868,-0.6876856294243133,1.3225515445481086,1.8868742548632735,1.0279715321080984,false
8321,DEAD_RECKONING,25.499,439,1.0853868,-0.4571429308238605,1.4383199885798397,2.5827839419508147,0.941664766736331,false
8421,DEAD_RECKONING,25.499,439,1.0853868,-0.9412601926556172,0.7079937605874953,1.592777717560272,0.4524751358284709,false
8522,DEAD_RECKONING,25.499,639,1.0853868,-0.8997676683627708,0.7719034675539641,0.8333024208218833,0.3383752127700563,false
8622,DEAD_RECKONING,25.499,639,1.0853868,-0.7833279611952445,0.8507250963788431,1.4196567124972144,0.49405559806310784,false
8722,DEAD_RECKONING,25.499,850,1.0853868,-0.8624175262911922,0.7374858717071407,0.8616680942626663,0.381088187478139,false
8876,DEAD_RECKONING,25.499,1051,1.0853868,-0.84421248898457,0.7351437964281827,0.2483111491935721,0.1899499842115687,false
8943,DEAD_RECKONING,25.499,1051,1.0853868,-0.8607650380108437,0.761977651963009,0.7400047099532234,0.33785485127347237,false
9092,DEAD_RECKONING,20.349,253,2.878546,-0.8182013051140101,0.7344019589805854,1.28750929111581,0.2054400759372109,false
9139,DEAD_RECKONING,20.349,253,2.878546,-0.7592358949012573,0.7913370344855277,1.2626740501138645,0.16913764450486352,false
9273,DEAD_RECKONING,20.349,454,2.878546,-0.8243383392859168,0.7299267273368999,0.5570967514377826,0.06987770138892717,false
9334,DEAD_RECKONING,20.349,454,2.878546,-0.7724932474872188,0.6949159671585163,1.4492417052262294,0.02834783989799238,false
9483,DEAD_RECKONING,20.349,662,2.878546,-0.7104426954478436,0.6437390056421508,2.566337730801242,0.2203539647949594,false
9534,DEAD_RECKONING,20.349,662,2.878546,-0.601815294823586,0.7917237049765301,2.189897729778815,0.3303371866255154,false
9674,DEAD_RECKONING,20.349,862,2.878546,-0.5739208448366666,0.8578542119139038,1.8084954751743552,0.4242517375877364,false
9731,DEAD_RECKONING,20.349,862,2.878546,-0.43778004360950395,0.9620230832675135,2.0699553933311083,0.4683812903730071,false
9857,DEAD_RECKONING,20.349,1062,2.878546,-0.6741185067443601,0.6218530766165404,2.152169528687165,0.5346797093692884,false
9986,DEAD_RECKONING,20.349,1062,2.878546,-0.5987500920525373,0.7509912589237735,1.9799633047577507,0.7603871809054104,false
10050,DEAD_RECKONING,20.349,1062,2.878546,-0.6912858220708276,0.5883674279414955,0.9781641868303053,0.8924572847454917,false
10180,DEAD_RECKONING,17.219,265,4.8926506,-0.6367462677395982,0.5575699333123384,1.4027823629547287,0.5449104437129598,false
10248,DEAD_RECKONING,17.219,265,4.8926506,-0.4487590405309264,0.5982312924946503,1.9199716781527159,0.8813714341852187,false
10381,DEAD_RECKONING,17.219,466,4.8926506,-0.5484282094022873,0.512698256145217,0.7794214546191868,0.7627363592119192,false
10447,DEAD_RECKONING,17.219,466,4.8926506,-0.6360805264280229,0.5788128859156108,1.2097109231957788,1.0657963997424547,false
10572,DEAD_RECKONING,17.219,667,4.8926506,-0.7303417061540048,0.6532932540781493,1.2539905330585643,0.3524407327616641,false
10637,DEAD_RECKONING,17.219,667,4.8926506,-0.768610178233306,0.6747449852809833,0.9567340378598492,0.1693244522837611,false
10768,DEAD_RECKONING,17.219,873,4.8926506,-0.7153141886681363,0.7556736934257645,0.9728204648428037,0.16825402661026012,false
10832,DEAD_RECKONING,17.219,873,4.8926506,-0.7824946741980614,0.6373620998675064,1.0309519038595696,0.2504811427623145,false
10964,DEAD_RECKONING,17.219,1082,4.8926506,-0.7855047331987092,0.657234746269973,0.25425923568172254,0.476215609964824,false
11029,DEAD_RECKONING,17.219,1082,4.8926506,-0.8460264313917768,0.7194931970432732,1.2518541323643537,0.9546208551966073,false
11201,REACQUISITION,15.033,297,5.9205523,-0.8702907114084671,0.7221610669540665,0.5514283265291828,0.3122312787006545,false
11288,REACQUISITION,15.033,499,5.9205523,-0.760820483741453,0.7595156373353592,1.1556693657733537,0.2720683224579106,false
11363,REACQUISITION,15.033,499,5.9205523,-0.6344688983793765,0.8545611050410516,1.6373493935956474,0.3123946588905323,false
11484,REACQUISITION,15.033,499,5.9205523,-0.8187738523879394,0.5801882565274591,0.8680778214008088,0.09456077984208427,false
11549,REACQUISITION,15.033,717,5.9205523,-0.8037333409276378,0.594467851532375,0.6051487872518625,0.15785391758467263,false
11702,REACQUISITION,15.033,717,5.9205523,-0.8418024922985301,0.6302965619077334,0.8787548753593601,0.1951302940237363,false
11752,REACQUISITION,15.033,944,5.9205523,-0.9875467327110373,0.7491772404455319,2.119977662064503,0.22441412170398461,false
11882,REACQUISITION,15.033,944,5.9205523,-1.0285779300690325,0.7863585238026453,0.7046962500605253,0.7764432469539042,false
11957,REACQUISITION,13.428,144,6.595362,-0.9686308933877508,0.748561834705178,1.260609179794987,1.043213704486941,false
12079,REACQUISITION,13.428,144,6.595362,-0.9198987260015327,0.7301562532347872,1.318538922136542,1.42300548514604,false
12196,GNSS_AIDED,13.428,344,6.595362,0.04527163644014042,0.09167039974825458,1.2112365888692005,0.8145968386593054,false
12268,GNSS_AIDED,13.428,344,6.595362,0.006741049483854468,0.08961746624903145,0.9524415565381199,0.6540822531456285,false
12332,GNSS_AIDED,13.428,344,6.595362,-0.057650401179704526,0.05287477629837481,1.469160097443643,0.34460763715591824,false
12461,GNSS_AIDED,13.428,547,6.595362,0.012412389827228313,0.015895225176585658,1.122754341185978,0.744032614402287,false
12596,GNSS_AIDED,13.428,749,6.595362,0.021495668337047365,-0.020583344415119574,0.8774160996056054,0.5184329472216184,false
12657,GNSS_AIDED,13.428,749,6.595362,0.018283122991413846,0.046210407066113214,0.7005284141530465,0.541932493901617,false
12787,GNSS_AIDED,13.428,949,6.595362,0.005123478631107253,-0.005040317693205375,0.9496848318931903,0.2908830096447022,false
12854,GNSS_AIDED,13.428,949,6.595362,-0.018997650435560003,0.018394542589109285,0.7024184158087127,0.19675980441311042,false
12983,GNSS_AIDED,4.45,150,6.761716,-0.08072884792936846,0.07129410176371771,1.3658105019000946,0.3347350519153105,false
13048,GNSS_AIDED,4.45,150,6.761716,-0.04047845062270322,0.0369365542598676,0.81050037330377,0.510865318111167,false
13180,GNSS_AIDED,4.45,353,6.761716,-0.1871452956423225,-0.09493155658302724,2.0986678963880285,0.5745473049314707,false
13245,GNSS_AIDED,4.45,353,6.761716,-0.09136198533543585,-0.13612865511140387,1.6525204925519204,0.7653237124872875,false
13376,GNSS_AIDED,4.45,556,6.761716,-0.33790851033541597,-0.1487891952916717,3.766693550498166,1.3046981066714685,false
13460,GNSS_AIDED,4.45,556,6.761716,-0.21465438323552594,-0.0664904720421045,2.384424000739094,0.6840451889157172,false
13571,GNSS_AIDED,4.45,756,6.761716,0.06769425344233507,0.07035763060257187,2.196333339638883,1.218391394110533,false
13638,GNSS_AIDED,4.45,756,6.761716,0.12633826073966548,-0.16876947481371832,6.311742186210773,3.1659445400618047,false
13770,GNSS_AIDED,4.45,957,6.761716,0.24958254126090426,0.13657297250337552,2.884123261280428,1.560771079813152,false
13879,GNSS_AIDED,4.45,957,6.761716,-0.02472899990769484,0.12166898136268658,2.0624614849069975,0.5389255715565858,false
13938,GNSS_AIDED,4.45,957,6.761716,-0.1222261230203413,0.10945935839253398,1.8222181039297445,0.8528576288146696,false
14041,GNSS_AIDED,3.98,159,6.607751,-0.08141719391344451,0.0743230665082912,1.261809433001616,0.6389765290016364,false
14137,GNSS_AIDED,3.98,159,6.607751,-0.04024260578556211,0.036736145309146755,0.5973674110601445,0.2779825085748684,false
14237,GNSS_AIDED,3.98,380,6.607751,0.03688275424136698,0.10151721432540395,1.0890134597687093,0.40295896961848876,false
14337,GNSS_AIDED,3.98,380,6.607751,0.06289995590527236,0.07550674254415823,1.3835188494990562,0.6332788324930781,false
14438,GNSS_AIDED,3.98,580,6.607751,0.02966018781811661,-0.019268789575986055,1.6280542879629838,1.3727435040143854,false
14541,GNSS_AIDED,3.98,580,6.607751,0.07023908339161229,-0.0456674570630046,1.724800667548488,0.4476929445552753,false
14638,GNSS_AIDED,3.98,793,6.607751,0.02016133207793782,0.07765971711870814,0.9909793747870437,0.5131907473985139,false
14738,GNSS_AIDED,3.98,793,6.607751,-0.06782239690886016,0.12121174397286932,1.5355655056667787,0.8468527224775266,false
14839,GNSS_AIDED,3.98,994,6.607751,-0.13274239812169725,0.10754455658551498,1.7787502914595714,0.4964332849938369,false
14939,GNSS_AIDED,3.98,994,6.607751,-0.09485703906006873,0.07855489348758397,1.374328968640229,0.2774211072933821,false
15040,GNSS_AIDED,3.74,197,6.3033767,-0.0363417519718474,0.14369185580818425,1.5282219655460194,0.30922296801576926,false
15140,GNSS_AIDED,3.74,197,6.3033767,0.0015639957007986228,0.10524452327462418,1.1420459538511767,0.08183300793871276,false
15239,GNSS_AIDED,3.74,397,6.3033767,-0.012398652785260209,0.00910924891308826,0.6452903132244114,0.07775140925296088,false
15339,GNSS_AIDED,3.74,397,6.3033767,-0.028774156539719056,0.02065835566387432,0.4911656803625448,0.15030625525151906,false
15440,GNSS_AIDED,3.74,598,6.3033767,-0.02826461925786695,0.020806354470856495,0.7957541807549251,0.1610794078636199,false
15542,GNSS_AIDED,3.74,598,6.3033767,-0.04827725687799048,0.035538200968494825,0.8787925209815441,0.1536754251366161,false
15641,GNSS_AIDED,3.74,811,6.3033767,-0.04990656321690633,0.03611142921792101,0.8568333031220395,0.14144205429662107,false
15784,GNSS_AIDED,3.74,811,6.3033767,0.043620495494856665,0.10030015265755818,1.117144039244603,0.1455172202733538,false
15847,GNSS_AIDED,3.74,1023,6.3033767,-0.04336539101965069,0.029171175578271622,1.1544123246428606,0.1846720992145619,false
15942,GNSS_AIDED,3.74,1023,6.3033767,-0.06228100900512494,0.042923258331283104,1.6175059342528595,0.14689423919335381,false
16055,GNSS_AIDED,3.6,237,5.827342,-0.032973063151741464,0.022462624003371377,1.563418472983636,0.1364247930320196,false
16140,GNSS_AIDED,3.6,237,5.827342,-0.032457951607801065,0.02149327122475716,1.3498146877927504,0.04717629182024311,false
16244,GNSS_AIDED,3.6,454,5.827342,-0.033896348674406065,0.022919131789188252,1.2157823610574987,0.09107651833214994,false
16352,GNSS_AIDED,3.6,454,5.827342,-0.01422786456172491,0.009661331144748705,1.1239327811044832,0.10786934039076919,false
16442,GNSS_AIDED,3.6,454,5.827342,-0.02505893349218765,0.017229029417916212,1.1001103822538822,0.0750140260033195,false
16561,GNSS_AIDED,3.6,672,5.827342,-0.02353663370939508,0.01590217789272194,1.247748755441932,0.06510417131611926,false
16659,GNSS_AIDED,3.6,672,5.827342,-0.005930501893413988,0.003986256006882078,1.2868740839942805,0.04278622477715615,false
16770,GNSS_AIDED,3.6,901,5.827342,-0.007768158696512789,0.00515622290255975,0.9719352148808963,0.05718814988879969,false
16845,GNSS_AIDED,3.6,901,5.827342,-0.004136851293291329,0.0027077776737860493,0.9153739439316203,0.08410358315348605,false
16949,GNSS_AIDED,3.533,111,5.255181,0.08841519066934153,0.094691610158994,1.3557632863517672,0.2197474431918035,false
17047,GNSS_AIDED,3.533,111,5.255181,0.007458620052067367,-0.0046886609281127575,1.331510724117118,0.23191117308041537,false
17200,GNSS_AIDED,3.533,316,5.255181,-0.01710834571264243,0.010988769117713182,1.0315598887946902,0.1459446942377906,false
17267,GNSS_AIDED,3.533,316,5.255181,-0.026089526359991292,0.016975477368346786,0.9595201028950944,0.1658133625934628,false
17398,GNSS_AIDED,3.533,516,5.255181,-0.04051665337783044,0.026784062458123845,0.9893819437317023,0.07312477509631873,false
17462,GNSS_AIDED,3.533,516,5.255181,-0.04765755613340053,0.031551405003583784,1.03601491757906,0.12443188519994607,false
17594,GNSS_AIDED,3.533,717,5.255181,-0.044672765117459164,0.029557375676186333,1.3608215533863721,0.1386621059987689,false
17662,GNSS_AIDED,3.533,717,5.255181,-0.052234604740056916,0.03352626440288688,1.7673578720851462,0.15859511094569814,false
17786,GNSS_AIDED,3.533,930,5.255181,-0.058524293828642736,0.038477581255693886,1.6560627208893193,0.09433199494058515,false
17852,GNSS_AIDED,3.533,930,5.255181,-0.07008030285062032,0.04542153612670783,1.602451739823745,0.0528312379376408,false
17981,GNSS_AIDED,3.38,131,5.0728583,-0.059197082934185755,0.03874799352017567,2.0771890482380755,0.11873138066406526,false
18058,GNSS_AIDED,3.38,131,5.0728583,-0.02494015836367296,0.016314026472200007,1.4752172940747144,0.1289099754358325,false
18177,GNSS_AIDED,3.38,331,5.0728583,0.021433943742257745,0.10032925208377086,1.046270200805993,0.03132713560834688,false
18312,GNSS_AIDED,3.38,331,5.0728583,-0.010155821765383603,0.00648869581629969,1.0397693012105986,0.05514634349921225,false
18373,GNSS_AIDED,3.38,532,5.0728583,-0.007979801306551348,0.005241841796603598,1.5477977247534598,0.07084511735388287,false
18505,GNSS_AIDED,3.38,532,5.0728583,-0.027977190259673986,0.01807292140344387,1.2586376425192127,0.29121002150267156,false
18581,GNSS_AIDED,3.38,732,5.0728583,-0.032692739551717226,0.02081480103351048,1.2401892220509638,0.4468245199314437,false
18699,GNSS_AIDED,3.38,732,5.0728583,-0.02726652959063833,0.017855077386284827,1.149740859527396,0.2592544962587164,false
18776,GNSS_AIDED,3.38,949,5.0728583,-0.030434371073422277,0.020540570220782286,0.9396312877054532,0.21481681860652485,false
18901,GNSS_AIDED,3.38,949,5.0728583,-0.03678036597603232,0.02524391316503048,1.1850654141426809,0.094890842475181,false
18959,GNSS_AIDED,3.3,165,4.8485303,0.03445262726678302,0.12473957299744713,1.2907171405745845,0.12807756804092219,false
19095,GNSS_AIDED,3.3,165,4.8485303,-0.029975677195929053,0.019808919636676414,1.1516610124101572,0.1240416955423746,false
19159,GNSS_AIDED,3.3,370,4.8485303,-0.00819840886534404,0.005535710741382364,0.5239996622084233,0.18365497371575618,false
19284,GNSS_AIDED,3.3,370,4.8485303,-0.003832276522219385,0.002527468618008821,0.8893955352613897,0.1338624722925497,false
19351,GNSS_AIDED,3.3,370,4.8485303,0.012264912976783851,-0.008088973348269187,1.406667597141941,0.11497292393113594,false
19482,GNSS_AIDED,3.3,587,4.8485303,-0.05457841013778133,0.03410213310955694,1.0270431423617414,0.8186240805541519,false
19611,GNSS_AIDED,3.3,788,4.8485303,-0.1244391633703583,0.0754929621039201,2.155660939915422,1.4921400827615632,false
19677,GNSS_AIDED,3.3,788,4.8485303,-0.07970361908970372,0.049565361802298036,1.2056322703197877,1.8687536736819061,false
19813,GNSS_AIDED,3.3,988,4.8485303,0.031741857126667876,0.1766571182860459,1.7961650782238354,0.3837274771490754,false
19871,GNSS_AIDED,3.3,988,4.8485303,0.07675172628489252,0.18328271301166857,1.993322996949929,0.5098006232221083,false
20021,GNSS_AIDED,3.266,189,4.843116,0.09542391027278188,0.1879867207519076,2.1092388717602164,0.15542014694273087,false
20070,GNSS_AIDED,3.266,189,4.843116,-0.010745418482295748,0.004245885361901181,1.8125514193513963,0.11055070143799196,false
20196,GNSS_AIDED,3.266,389,4.843116,-0.002624378102625898,0.11635456020185862,1.2027735914985733,0.24835612119022393,false
20262,GNSS_AIDED,3.266,389,4.843116,0.0660455976268299,0.12837491359163425,1.4409325133610869,0.3244000148291133,false
20392,GNSS_AIDED,3.266,590,4.843116,0.028888737846826246,0.06713876769678136,0.7400091983185437,0.3761626319473749,false
20504,GNSS_AIDED,3.266,590,4.843116,-0.04872594114023959,0.019660187289418263,1.2089667331575222,0.3657366383488233,false
20617,GNSS_AIDED,3.266,590,4.843116,0.041689691404207856,0.08698622182111952,1.0680000619796366,0.8424395440068676,false
20693,GNSS_AIDED,3.266,868,4.843116,0.1473663246718428,0.12039248134982397,1.9808072573385551,1.0557904244976821,false
20813,GNSS_AIDED,3.266,868,4.843116,0.07459865749890003,-0.026164660201416525,1.8035529769612928,0.5246449991269981,false
20928,GNSS_AIDED,3.266,1091,4.843116,0.09644010794651195,0.09526216296072651,1.3529879957089557,0.24668987777561896,false
20981,GNSS_AIDED,3.266,1091,4.843116,0.05894244085832005,0.047273463704281336,0.8961488730466233,0.21255613708262946,false
21151,GNSS_AIDED,3.2,292,5.0422964,0.02700094613139046,0.0726931547819867,0.8365930959078715,0.31173432179458516,false
21224,GNSS_AIDED,3.2,292,5.0422964,0.022538872181236232,0.14960540599155653,1.5130669822045573,0.157731696828244,false
21326,GNSS_AIDED,3.2,511,5.0422964,0.04893910289599215,0.1823404653104327,1.9576611032750586,0.09331374168422622,false
21381,GNSS_AIDED,3.2,511,5.0422964,0.02703841642755926,0.14409569533473682,1.463892961080738,0.1086518636266718,false
21509,GNSS_AIDED,3.2,511,5.0422964,-0.046897580717816856,0.021875895018723467,1.3317228132466146,0.11955061713982482,false
21566,GNSS_AIDED,3.2,723,5.0422964,-0.017607257170732,0.008303317720136967,0.7870026140504983,0.14774086107650847,false
21698,GNSS_AIDED,3.2,723,5.0422964,0.005525284963548507,-0.0026676782759125373,0.7686108269481634,0.10611231995618273,false
21793,GNSS_AIDED,3.2,925,5.0422964,0.0024697640298521418,-0.0011986668740514763,1.1119335367886982,0.14942107365538995,false
21894,GNSS_AIDED,3.2,925,5.0422964,-0.020149951111570013,0.009456961984505319,1.051985062996202,0.06834755108884065,false
21979,GNSS_AIDED,3.14,151,5.0825653,-0.019715117155497713,0.009270795164146478,1.233253632166502,0.031594902467168416,false
22107,GNSS_AIDED,3.14,151,5.0825653,0.006944100385894207,-0.0032626239887100297,0.8360234123199387,0.05659747422034491,false
22187,GNSS_AIDED,3.14,370,5.0825653,0.019230058473648087,-0.008868508864816724,1.6591800471699027,0.09527197380794573,false
