elapsedMs,gnssMode,gnssFixAccuracyM,gnssFixAgeMs,gnssSpeedMps,drVelocityEastMps,drVelocityNorthMps,linearAccelMagnitudeMps2,gyroMagnitudeRadPerSec,isStationary,rawLinearAccelMagnitudeMps2,rawGyroMagnitudeRadPerSec
0,REACQUISITION,10.452,2265,0.11271381,0.0,0.0,0.1301709383984714,0.015110634504946758,true,0.13397508937218613,0.02734695002436638
120,REACQUISITION,10.452,2466,0.11271381,0.0,0.0,0.1348920899031113,0.006903763994765902,true,0.13930027138752363,0.0014089556643739343
204,REACQUISITION,10.452,2466,0.11271381,0.0,0.0,0.13143213698415812,0.0024557175115836683,true,0.12999085171974187,0.0015124999918043613
303,REACQUISITION,10.452,2679,0.11271381,0.0,0.0,0.13400838337444543,0.0013439125701352492,true,0.13628741970980518,0.0018137495499104261
401,REACQUISITION,10.452,2679,0.11271381,0.0,0.0,0.13793025919869983,6.80842659593858E-4,true,0.1413193305422229,4.124999977648258E-4
500,REACQUISITION,10.452,2679,0.11271381,0.0,0.0,0.13798683194323394,0.0014984891000609695,true,0.13937982485007427,0.0028874999843537807
601,REACQUISITION,10.452,2884,0.11271381,0.0,0.0,0.12896888120324507,0.0022031074624811646,true,0.12258763136923236,0.00278076552785933
702,REACQUISITION,10.452,2884,0.11271381,0.0,0.0,0.1387442162799695,0.0016921560971765337,true,0.1467144801058287,0.0018702021334320307
802,REACQUISITION,10.452,3109,0.11271381,0.0,0.0,0.13926770244700398,0.001625224290358427,true,0.14002593433933275,0.0016093961894512177
920,REACQUISITION,10.452,3109,0.11271381,0.0,0.0,0.13699681412776904,0.0010841737689002934,true,0.13542205239781582,0.0012971723917871714
1014,REACQUISITION,10.452,3309,0.11271381,0.0,0.0,0.13219696894814867,8.267058412988848E-4,true,0.1286680860250557,8.80429579410702E-4
1114,REACQUISITION,10.452,3309,0.11271381,0.0,0.0,0.1306185779590751,0.0014092801330404367,true,0.1293736038275481,0.002321267034858465
1217,REACQUISITION,10.452,3518,0.11271381,0.0,0.0,0.13692247677548122,0.0014877744313869725,true,0.14229646463685647,0.0018702021334320307
1313,REACQUISITION,10.452,3518,0.11271381,0.0,0.0,0.13737698878630372,6.171336773997991E-4,true,0.1377925617759928,0.0012971723917871714
1412,REACQUISITION,10.452,3719,0.11271381,0.0,0.0,0.13015689249482917,0.043402520537169816,true,0.12453951776355834,0.07754842191934586
1509,REACQUISITION,10.452,3719,0.11271381,0.0,0.0,0.14047441218840812,0.019907857711279266,true,0.14988802884161623,0.00202550133690238
1613,REACQUISITION,10.452,3919,0.11271381,0.0,0.0,0.1328271518941961,0.008707502213893893,true,0.12676262628177992,4.124999977648258E-4
1708,REACQUISITION,10.452,3919,0.11271381,0.0,0.0,0.13231027455988684,0.004592709621656572,true,0.13272968906547858,0.0015124999918043613
1814,REACQUISITION,10.452,4119,0.11271381,0.0,0.0,0.1305111917499633,0.0025153045252847314,true,0.12916976041881548,0.0018702021334320307
1908,REACQUISITION,10.452,4119,0.11271381,0.0,0.0,0.1274580726073722,0.0010059172474867727,true,0.12503686106514822,7.53118540160358E-4
2009,REACQUISITION,10.452,4319,0.11271381,0.0,0.0,0.12707481762130907,4.8561505098202985E-4,true,0.12683353628070446,4.124999977648258E-4
2108,REACQUISITION,10.452,4319,0.11271381,0.0,0.0,0.1284769942965094,0.0018501513466721929,true,0.12960980709926265,0.003089928301051259
2205,REACQUISITION,10.452,4520,0.11271381,0.0,0.0,0.13402068774231363,9.340040908687106E-4,true,0.13911198983740022,8.80429579410702E-4
2315,REACQUISITION,10.452,4520,0.11271381,0.007041956707231607,-0.005059987288280407,0.2791535958487874,0.0010343595708302165,false,0.4513640815262191,0.0012971723917871714
2406,REACQUISITION,10.452,4748,0.11271381,0.011451809769121545,-0.008226555822898912,0.15423995475471797,0.011715905039030758,false,0.1635585041748669,0.021325357258319855
2586,REACQUISITION,10.452,4748,0.11271381,0.017080688019651676,-0.012269804639814362,0.14110445924332765,0.005118661552377426,false,0.1352899627996808,0.0014421121450141072
2634,REACQUISITION,10.452,4971,0.11271381,0.021933338725773664,-0.015763582989528988,0.13273467039304168,0.002400802663772053,false,0.12801406987655878,0.0014421121450141072
2707,REACQUISITION,10.452,4971,0.11271381,0.0,0.0,0.1247635175150667,0.0010267760731516838,true,0.11975078835456152,0.0010826761135831475
2829,DEAD_RECKONING,10.452,5171,0.11271381,0.0,0.0,0.13292796329388787,5.591706537334026E-4,true,0.1395844102524283,0.0015124999918043613
2909,DEAD_RECKONING,10.452,5171,0.11271381,0.0,0.0,0.1316563236941225,7.376684393208088E-4,true,0.13108011329829866,0.0014089556643739343
3019,DEAD_RECKONING,10.452,5372,0.11271381,0.0,0.0,0.13215015444978248,0.001750996062078883,true,0.1328326765688471,0.0028346350882202387
3107,DEAD_RECKONING,10.452,5372,0.11271381,0.0,0.0,0.1364684620713949,0.0015774927902286677,true,0.1413274586606059,0.0017007810529321432
3216,DEAD_RECKONING,10.452,5572,0.11271381,0.0,0.0,0.13136664969493936,0.0011627213082354235,true,0.12802302855331743,0.00202550133690238
3309,DEAD_RECKONING,10.452,5572,0.11271381,0.0,0.0,0.12862702343818166,0.0013015941524584023,true,0.1265946804208411,0.0022801796440035105
3421,DEAD_RECKONING,10.452,5772,0.11271381,0.0,0.0,0.12761480944530468,0.0011622617560084405,true,0.12758491492439364,0.0018702021334320307
3509,DEAD_RECKONING,10.452,5772,0.11271381,0.0,0.0,0.12854863499295333,0.00106365837971345,true,0.1300073837496736,0.0014089556643739343
3616,DEAD_RECKONING,10.452,5972,0.11271381,0.0,0.0,0.12913710459672217,4.574444274244288E-4,true,0.13003621192240655,0.0010826761135831475
3710,DEAD_RECKONING,10.452,5972,0.11271381,0.0,0.0,0.13039384065380352,8.587517473945632E-4,true,0.13159235245414763,0.0017007810529321432
3819,DEAD_RECKONING,10.452,6173,0.11271381,0.0,0.0,0.1319113662293033,8.515397852916438E-4,true,0.13366192516333666,0.0021913894452154636
3910,DEAD_RECKONING,10.452,6173,0.11271381,0.0,0.0,0.12377154819120884,6.070656077884741E-4,true,0.11797676106148076,0.0014089556643739343
4011,DEAD_RECKONING,10.453,96,0.052735757,0.0,0.0,0.1220537808857123,9.710817604425451E-4,true,0.12076529245860576,0.0015124999918043613
4123,DEAD_RECKONING,10.453,96,0.052735757,0.0,0.0,0.11962938876991558,5.420357879073192E-4,true,0.11806181145952035,4.124999977648258E-4
4237,DEAD_RECKONING,10.453,298,0.052735757,0.0,0.0,0.13195183666309357,6.247209047244223E-4,true,0.14215186887242642,0.0014421121450141072
4319,DEAD_RECKONING,10.453,298,0.052735757,0.0,0.0,0.13028548240710053,0.0014053998013796075,true,0.12905372357451364,0.0022801796440035105
4428,DEAD_RECKONING,10.453,498,0.052735757,0.0,0.0,0.13320136707989091,0.0016096235944860835,true,0.13563558214395144,0.002608879003673792
4518,DEAD_RECKONING,10.453,498,0.052735757,0.0,0.0,0.13612845964089484,0.001530127832340121,true,0.1385381246373778,0.0015124999918043613
